,image_name,category,sample,revolution,trigger,prediction,truth
300,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005469.bmp,good,,,,0,0
301,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002615.bmp,good,,,,0,0
302,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003599.bmp,good,,,,0,0
303,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003325.bmp,bad,,,,1,1
304,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002206.bmp,bad,,,,1,1
305,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002297.bmp,good,,,,0,0
306,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003774.bmp,good,,,,0,0
307,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005698.bmp,good,,,,0,0
308,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004539.bmp,good,,,,0,0
309,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002803.bmp,good,,,,0,0
310,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005456.bmp,bad,,,,1,1
311,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004590.bmp,good,,,,0,0
312,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002954.bmp,good,,,,0,0
313,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004028.bmp,bad,,,,1,1
314,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005521.bmp,good,,,,0,0
315,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002689.bmp,good,,,,0,0
316,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005808.bmp,good,,,,0,0
317,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002161.bmp,bad,,,,1,1
318,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002268.bmp,good,,,,0,0
319,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005646.bmp,good,,,,0,0
320,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005103.bmp,good,,,,0,0
321,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003313.bmp,good,,,,0,0
322,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002916.bmp,bad,,,,1,1
323,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005233.bmp,good,,,,0,0
324,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003964.bmp,bad,,,,1,1
325,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002420.bmp,good,,,,0,0
326,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003997.bmp,bad,,,,1,1
327,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002387.bmp,good,,,,0,0
328,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002869.bmp,good,,,,0,0
329,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003647.bmp,good,,,,0,0
330,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003954.bmp,good,,,,0,0
331,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002100.bmp,good,,,,1,0
332,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005268.bmp,good,,,,0,0
333,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003440.bmp,bad,,,,1,1
334,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003388.bmp,good,,,,0,0
335,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004120.bmp,bad,,,,1,1
336,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005064.bmp,bad,,,,1,1
337,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002106.bmp,good,,,,0,0
338,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005737.bmp,bad,,,,0,1
339,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004036.bmp,good,,,,0,0
340,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003366.bmp,good,,,,0,0
341,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004030.bmp,good,,,,0,0
342,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004097.bmp,bad,,,,1,1
343,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002868.bmp,good,,,,0,0
344,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004571.bmp,good,,,,0,0
345,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005101.bmp,good,,,,0,0
346,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004572.bmp,good,,,,0,0
347,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005250.bmp,good,,,,0,0
348,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005215.bmp,good,,,,0,0
349,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003513.bmp,good,,,,0,0
350,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002653.bmp,good,,,,0,0
351,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004599.bmp,good,,,,0,0
352,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004153.bmp,good,,,,0,0
353,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003772.bmp,good,,,,0,0
354,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005569.bmp,good,,,,0,0
355,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002061.bmp,good,,,,0,0
356,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005663.bmp,good,,,,0,0
357,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005452.bmp,good,,,,0,0
358,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004636.bmp,good,,,,0,0
359,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004371.bmp,good,,,,0,0
360,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003893.bmp,good,,,,0,0
361,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004452.bmp,good,,,,0,0
362,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003545.bmp,bad,,,,1,1
363,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005147.bmp,good,,,,0,0
364,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003373.bmp,good,,,,0,0
365,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003285.bmp,good,,,,0,0
366,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004905.bmp,good,,,,0,0
367,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004144.bmp,good,,,,0,0
368,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002382.bmp,bad,,,,1,1
369,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003738.bmp,good,,,,0,0
370,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004138.bmp,good,,,,0,0
371,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003718.bmp,bad,,,,1,1
372,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003827.bmp,good,,,,0,0
373,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005635.bmp,good,,,,0,0
374,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005772.bmp,good,,,,0,0
375,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003450.bmp,bad,,,,1,1
376,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002208.bmp,good,,,,0,0
377,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003167.bmp,good,,,,0,0
378,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004805.bmp,good,,,,0,0
379,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003834.bmp,good,,,,0,0
380,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002439.bmp,bad,,,,1,1
381,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004058.bmp,good,,,,0,0
382,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003119.bmp,good,,,,0,0
383,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005337.bmp,good,,,,0,0
384,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002898.bmp,good,,,,1,0
385,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003883.bmp,bad,,,,1,1
386,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004876.bmp,good,,,,0,0
387,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004080.bmp,good,,,,0,0
388,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005707.bmp,good,,,,0,0
389,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003052.bmp,good,,,,0,0
390,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002700.bmp,good,,,,0,0
391,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005112.bmp,bad,,,,1,1
392,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005169.bmp,good,,,,0,0
393,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002176.bmp,good,,,,0,0
394,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004963.bmp,good,,,,0,0
395,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002997.bmp,good,,,,0,0
396,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005433.bmp,good,,,,0,0
397,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002761.bmp,good,,,,0,0
398,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004116.bmp,good,,,,0,0
399,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005386.bmp,good,,,,0,0
400,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003614.bmp,good,,,,0,0
401,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004978.bmp,good,,,,0,0
402,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004502.bmp,good,,,,0,0
403,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004463.bmp,bad,,,,1,1
404,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002547.bmp,good,,,,0,0
405,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004777.bmp,bad,,,,1,1
406,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003859.bmp,good,,,,0,0
407,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003970.bmp,good,,,,0,0
408,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005686.bmp,good,,,,0,0
409,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004414.bmp,bad,,,,0,1
410,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004057.bmp,good,,,,0,0
411,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003684.bmp,good,,,,0,0
412,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004814.bmp,good,,,,0,0
413,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003968.bmp,good,,,,0,0
414,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002292.bmp,good,,,,0,0
415,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005560.bmp,good,,,,0,0
416,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004437.bmp,good,,,,0,0
417,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002259.bmp,good,,,,0,0
418,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002469.bmp,good,,,,0,0
419,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004969.bmp,good,,,,0,0
420,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003188.bmp,good,,,,0,0
421,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005032.bmp,good,,,,0,0
422,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004456.bmp,good,,,,0,0
423,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003696.bmp,good,,,,0,0
424,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002750.bmp,good,,,,0,0
425,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003470.bmp,good,,,,0,0
426,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002067.bmp,good,,,,0,0
427,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003442.bmp,bad,,,,1,1
428,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002220.bmp,good,,,,0,0
429,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003843.bmp,good,,,,0,0
430,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002662.bmp,good,,,,0,0
431,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005352.bmp,good,,,,0,0
432,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003531.bmp,good,,,,0,0
433,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003254.bmp,good,,,,0,0
434,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004441.bmp,bad,,,,1,1
435,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003460.bmp,good,,,,0,0
436,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005044.bmp,good,,,,0,0
437,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004812.bmp,good,,,,0,0
438,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005047.bmp,good,,,,0,0
439,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003338.bmp,good,,,,0,0
440,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004592.bmp,good,,,,0,0
441,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002134.bmp,bad,,,,1,1
442,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003140.bmp,good,,,,0,0
443,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003521.bmp,good,,,,0,0
444,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005464.bmp,good,,,,0,0
445,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005715.bmp,good,,,,0,0
446,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002539.bmp,good,,,,0,0
447,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003333.bmp,good,,,,0,0
448,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004073.bmp,good,,,,0,0
449,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003654.bmp,bad,,,,1,1
450,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002798.bmp,good,,,,0,0
451,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005207.bmp,good,,,,0,0
452,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002365.bmp,bad,,,,1,1
453,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005285.bmp,good,,,,0,0
